Project#,ProjectName,Campus,Building,Fusion#,Floor,Room,RoomName,Latitude,Longitide,GeneralvsFixed,AssetIDNo,FAIDNo,Make,Model,SerialNo,CSI Div,CSI,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Item,ClassPriority,ClassCompliance,ClassInterconnect,ClassWarranty,ClassCondition,ClassBlanket,Takeoff,Callout,Sheet,OM,OMBinderNo,OMTabNo,OMDigital,Submittal,SubmittalDigital,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyStarts,EqWarrantyExpires,LifeCycleDuration,LifeCycleExpires,ServiceContract,ServiceContractCo,DistrictResponsible,OrigContractor,OrigContract,CostEstimateatStart,Unnamed: 51,Unnamed: 52,Item a Consumable ?,Unnamed: 54,Recommend Indiv item Tracking?,Currently Indiv item tracked?,Unnamed: 57,Recommend Waldrop ID Tag?,Currently Waldrop ID Tag?,sheet
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Radio Station,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Educational - Other,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Theatre / Costuming,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Equipment - TV Studio,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Equipment - EVOC,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Emergency Eyewash Stations (2/26/18 CW says no systematic plan to check on jobwalk),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Sports (i.e. Pole Vault Mats),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Equipment - Music,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,45,45-Industry,,,,,Chemical Shelf / Storage Cabinet for Flammable Storage,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11240
11240,,City,,,,,,,,,,,,,,A-50,A-50-Furniture,,,,,filing cabinets,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-50,A-50-Furniture,,,,,tables,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-50,A-50-Furniture,,,,,desks,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-50,A-50-Furniture,,,,,chairs,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,desk-lights,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11240
11240,,City,,,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,keyboards / mice,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11240
11240,,City,,,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,computers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,servers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,printers / copiers / scanners,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,server UPS,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,?,11240
11240,,City,,,,,,,,,,,,,,A-51,A-51-Info-Tech,,,,,software,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,?,11240
11240,,City,,,,,,,,,,,,,,A-52,A-52-Police Equip,,,,,Weapons,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,?,11240
11240,,City,,,,,,,,,,,,,,A-53,A-53-MO Equip,,,,,Tools (over $200),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,A-53,A-53-MO Equip,,,,,compressors,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11240
11240,,City,,,,,,,,,,,,,,A-53,A-53-MO Equip,,,,,"Forklifts, etc (DSC); cranes",,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11240,,City,,,,,,,,,,,,,,A-54,A-54-Vehicles,,,,,Cars / Carts (DSC),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11240
11250,,City,,,,,,,,,,,,,,5,05-Metals,,,,,Misc Metal,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,6,"06-Wood, Plastics, etc.",,,,,Casework / Shelving / Counters,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,7,07-Thermal/Moisture-Protect,,,,,Composite Metal Panel,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,7,07-Thermal/Moisture-Protect,,,,,Rain Screen System,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,7,07-Thermal/Moisture-Protect,,,,,Roof Accessories (i.e roof ladder; roof hatch),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,7,07-Thermal/Moisture-Protect,,,,,Roofing (PVC) and other,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,7,07-Thermal/Moisture-Protect,,,,,Waterproofing (Other),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,7,07-Thermal/Moisture-Protect,,,,,Roof Walking Pad,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,7,07-Thermal/Moisture-Protect,,,,,Solar Glass (see Solar Panels),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,Access Door,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,Curtain Wall Exterior Window System,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,Doors,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,Hardware - panic devices,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,Overhead coiling doors,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,SolarTubes (Operable and not operable),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,Windows / Glazing,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,8,08-Openings,,,,,Door Hardware - related to FLS; panic hardware/ elec door holdopens / (see also ADA access buttons),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11250
11250,,City,,,,,,,,,,,,,,9,09-Finishes,,,,,Paint (use for take-off SF estimates of paint?? - planning),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,9,09-Finishes,,,,,Anti-Graffiti Coating,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,9,09-Finishes,,,,,Acoustic Panel Ceiling,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,9,09-Finishes,,,,,Flooring - carpet,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,no,11250
11250,,City,,,,,,,,,,,,,,9,09-Finishes,,,,,Flooring - other,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,9,09-Finishes,,,,,Flooring - vct,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,9,09-Finishes,,,,,Wall covering (fabric vs frp etc) - track manufacturer,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Paper Towel Dispenser,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Soap Dispenser,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Toilet Paper Dispenser,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Toilet Seat Cover Dispenser,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Elec Hand Dryer,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Sanitary Napkin/Tampon Dispenser,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Toilet & Urinal Compartments / Bathroom Stalls,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Baby Changing Apparatus in Bathroom,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,ADA Bathroom Grab Bars,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Bathroom trash can (recessed),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,Restroom,,,,Mirror,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Tack Board - small,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,White Boards - small,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Fire Extinguishers /FE Cabinets,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Modular Office Walls,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Fire Curtain / Fire Wall,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,Yes,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Defibrillator Cabinets,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Display Case (i.e. Recessed Display Case / Lockable),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Operable Wall,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,Yes,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Signage - Egress,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Tack Board - large,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,White Boards - large,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Parking Signage (incl ADA),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Emergency Key Cabinets (i.e. Knox-Box),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Corner Guard / Wall Guard,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Locker room benches,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Signage - Directional,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,10,10-Specialties,,,,,Signage - Rooms,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Classroom,,,,Fixed Projection Screens (motorized and manual),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Glove dispesner,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,Yes,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Coffee Maker (i.e. Airpot; Expresso Machine/Grinder),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Dishwasher,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Food Service Equipment (Other / Specialized),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Freezer / Walk-in Cooler -- Fixed,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Freezer / Walk-in Cooler -- Non-Fixed,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Ice Maker,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Microwave,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Mixer/Blender,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Prep Sink,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Oven,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,POS cash register / point of sale,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Water Filration System,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Food Service Sinks / Dipperwell Assembly,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Freezer Merchandiser,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Garbage disposer,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,Hot cabinets,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,Food-Service,,,,General food service millwork,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Parking Control Equipment (i.e. Parking Permit Machine),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Cabinets (with drawers/doors),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Counters (with drawers/doors),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Employee lockers,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,Yes,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Faucet,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Grease Interceptor,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Hot water heater,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Knock Box,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Window Washing Davit Base,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,11,11-Equipment,,,,,Window Washing Equipment,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,Office,,,,Systems Furniture / Cubicles,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,Site,,,,Bench,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,Site,,,,Bike Rack,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,Site,,,,Bus Shelter,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,Site,,,,Picnic Table,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,Site,,,,Site Furnishings: Trash Can ' Litter Receptacle,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Furniture - Other,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,Yes,Yes,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Modular Canopy Shades,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Portable table with stacking chairs,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Auditorium Seating,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Blinds /Shades / Curtains (Window Covering),,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Student Chairs,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Student Desks,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,Yes,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Walk off Mat,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,12,12-Furnishings,,,,,Stadium Seating,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,No,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,14,14-Conveying-Equip,,,,,Elevator,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11250
11250,,City,,,,,,,,,,,,,,14,14-Conveying-Equip,,,,,Elevator Room Equipment,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11250
11250,,City,,,,,,,,,,,,,,14,14-Conveying-Equip,,,,,Wheelchair Lift,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11250
11250,,City,,,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Fire Hydrant,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Backflow Device,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,No,,No,No,11250
11250,,City,,,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Fire Sprinkler Heads,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11250
11250,,City,,,,,,,,,,,,,,21,21-Fire-Suppression,,,,,Fire Protection Standpipe Control Valve; Zone Control Riser Valve Assembly,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,?,,No,No,11250
11250,,City,,,,,,,,,,,,,,22,22-Plumbing,,,,,Condensate Pump / Pump Sched Info,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11250
11250,,City,,,,,,,,,,,,,,22,22-Plumbing,,,,,Domestic Water storage tank on roof; tower,,,,,,,,,,TBD,,,,TBD,,TBD,,,,,,,,,,,,,,,No,,Yes,Yes,,No,No,11250
